user_id,statuses_count,followers_count,following_count,favourites_count,listed_count,default_profile,verified,tweet_freq,follower_growth_rate,following_growth_rate,listed_growth_rate,followers_following_ratio,screen_name_length ,digits_in_screen_name,name_length,digits_in_name,description_length
346,0.1101312358553735,0.2693979461692984,0.7556697106384094,0.3744462019082701,0.0,0.0016943267054672,0.0,0.0550656179276867,0.1346989730846492,0.3778348553192047,0.0,0.0006040312694378,0.0186375937601401,0.0033886534109345,0.0101659602328037,0.0,0.0677730682186914
1217,0.9637842386466502,0.1023104387002757,0.0015673185845843,0.2252751618721469,0.000114402816393,0.0,0.0,0.096378423864665,0.0102310438700275,0.0001567318584584,1.1440281639301775e-05,0.0001493583046719,1.830445062288284e-05,6.864168983581065e-06,4.57611265572071e-05,0.0,0.0003660890124576
590,0.4338090754570196,0.6616644195956398,0.6013449552888284,0.0140772698246561,0.0001636891840076,1.6368918400762947e-05,0.0,0.0482010083841132,0.0735182688439599,0.0668161061432031,1.818768711195884e-05,1.801084518593352e-05,0.0001309513472061,4.910675520228884e-05,0.0002127959392099,0.0,0.0008675526752404
1243,0.9650003331125946,0.1665154617584036,0.1508064559321391,0.091579609172289,2.5965298886387583e-05,2.5965298886387583e-05,0.0,0.0965000333112594,0.0166515461758403,0.0150806455932139,2.5965298886387586e-06,2.8670017520386294e-05,0.0002596529888638,2.5965298886387583e-05,0.0004933406788413,0.0,0.0040505866262764
543,0.5669964300670395,0.0739165458564172,0.0100324399588744,0.8128639078997448,9.087355035212352e-05,1.8174710070424702e-05,0.0,0.0629996033407821,0.0082129495396019,0.001114715550986,1.0097061150235949e-05,0.0001339067859717,0.0002362712309155,0.0001453976805633,0.000218096520845,0.0,0.0027989053508454
871,0.1452001048490624,0.1202355374373679,0.128363910450202,0.9633168246437795,3.219157628845192e-05,1.609578814422596e-05,0.0,0.0207428721212946,0.0171765053481954,0.018337701492886,4.598796612635989e-06,1.5076556418478735e-05,9.657472886535577e-05,8.04789407211298e-05,0.0003702031273171,0.0,0.0019153987891628
477,0.9927305994603096,0.0194701079701725,0.0356339711906932,0.0252254229047519,0.0001224535092463,0.0001224535092463,0.0,0.1103033999400344,0.0021633453300191,0.0039593301322992,1.3605945471818723e-05,6.69075875263663e-05,0.0018368026386955,0.0009796280739709,0.0009796280739709,0.0,0.0006122675462318
908,0.9872986494730392,0.0719102343540882,0.0026975211307555,0.0079150948968221,7.69030146925919e-05,5.915616514814761e-06,0.0,0.1410426642104341,0.0102728906220126,0.0003853601615365,1.0986144956084557e-05,0.0001576978823554,5.915616514814761e-05,0.0,0.0001419747963555,0.0,0.0005678991854222
176,0.0349733336191199,0.9398467682433932,0.1137864798030523,0.0009851643272991,0.0,0.0004925821636495,0.0,0.0116577778730399,0.313282256081131,0.0379288266010174,0.0,0.0040686007283263,0.0044332394728461,0.0019703286545983,0.0054184038001453,0.0,0.0522137093468551
917,0.902687060899406,0.1957357147358405,0.0161194118017751,0.0161194118017751,0.0,0.0,0.0,0.1289552944142008,0.0279622449622629,0.0023027731145393,0.0,0.0279622449622629,0.0253305042599323,0.0,0.0414499160617074,0.0,0.3546270596390523
