user_id,N_False,N_True,non_duplicate,hashtags_prop,hashtags_per_twt_prop,mentions_prop,n_unique_mentions,replies_prop,urls_prop,qt_prop,media_prop,count_RT,avg_engagement,avg_days_between_tweets,screen_name_length ,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,source,statement,label
344.0,0.0,1.0,0.0002480053789499,0.0001919089241874,0.0004903329790777,0.0001623844743124,0.0032624517111868,0.0,2.952444987499395e-06,5.90488997499879e-06,8.562090463748276e-05,0.0140536381404971,0.9998956865814612,0.0003084060005014,0.0296602451550369,0.0416131165994452,0.4016611518770308,0.0285101282721285,0.1365442671932815,0.0500503730513784,0.0061604025778956,0.8652610009311603,0.0161109236826692,0.2502218650592475,0.0050596727490026,0.0579980106847905,ARPFN,,
1198.0,2.0,0.0,0.0014665234324237,0.0013825779247185,0.0030020348580642,0.0006449583816039,0.339084804894469,1.834874485359681e-06,0.0004160577895553,0.0,0.0008201888949557,0.9350520377392934,0.1033571036044468,0.0014678995882877,1.1151522746645869e-05,0.0158699895260723,0.0846799379401622,0.009711782139095,0.0085205867722046,0.8959732474025053,0.0541765505630959,0.424700516133653,0.005750110295094,0.0063183879966989,0.049203331473883,0.0619910615502217,ARPFN,,
584.0,0.0,1.0,0.01230417028272,0.0016563306149815,0.019749207383734,0.0118309329641539,0.9895392331218332,0.0113576956455877,0.0097013650306062,0.0086365810638323,0.0009464746371323,0.0436561426377279,0.0611659234246757,0.1190892054267272,0.0799313934127043,0.71187033795535,0.6317787895341701,0.016214646854306,0.0112044806683953,0.178633493316231,0.0386457602841418,0.1210547019622347,0.0414927272184567,0.1973733254400256,0.0579203596403259,0.0402172005093234,ARPFN,,
1222.0,0.0,1.0,0.0006189412878901,0.0002639229632887,0.0011036275303756,0.0003676975504799,0.4775045232141159,8.914471117736488e-05,5.793430901461128e-05,5.578859386592201e-05,0.0001008486119883,0.8732572992631693,0.0969814480954188,0.0019717490039811,0.000275179947998,0.0078015909706014,0.0233330435303304,0.0040084676061018,0.0082707824725908,0.6349547793421423,0.3865493692423754,0.6320353594916407,0.0031620548660075,0.0042310701068559,0.0156516116757617,0.216750259032309,ARPFN,,
537.0,2.0,0.0,0.0103319808381056,0.0093589125551676,0.0247992017712826,0.0006239275036778,0.9931115498955132,0.0,6.78884848561386e-05,0.0,0.0102737907082289,0.0931042078027043,0.0635339234703662,0.0104504723043851,5.1754178748401103e-05,0.0544684407960059,0.0088958617436609,0.003668398095696,0.0101056291887261,0.6251598916469013,0.7623060730501683,0.1449465289260699,0.0063546730784614,0.0403163337942059,0.0091331431133352,0.0463069475422705,ARPFN,,
857.0,0.0,1.0,0.0016287155030968,0.0002139284626324,0.0021485333605616,0.00074185693605,0.9966309285407616,0.0007724910834437,0.0,5.105691232278492e-07,0.0003686309069705,0.0326764238865823,0.0751516903861535,0.0016338211943291,7.001746565377645e-05,0.0056335040908469,0.0112800376736425,0.0037727800014424,0.0070310811890019,0.5919610248033204,0.5900569147916026,0.5374700666860063,0.0029175641313083,0.0067416543835807,0.006794020549684,0.1105357111867238,ARPFN,,
474.0,2.0,0.0,0.3395913735773452,0.0043510144739597,0.6709000307259747,0.0,0.0,0.0,0.3388485174476447,0.0001061223042429,0.338530150534916,0.0,0.0469060584753708,0.4504783527046416,0.000137366126326,0.8291946193301444,0.1762492111208936,0.1098020479586694,0.0731868109705296,0.4813745947443971,0.0669352638189855,0.0808777989621432,0.0359741897489973,0.0693023120726722,0.1157879964023859,0.0413864536635026,ARPFN,,
893.0,2.0,0.0,0.0045668054963469,0.0020882950955126,0.0066558676132919,0.0014736702556286,0.5168566095396065,0.000115778167513,0.0041322800281498,0.0001057726468637,0.0002801545781796,0.8553290795035966,0.0340888088520743,0.0045272793141901,1.6323092893042094e-05,0.7774094330080555,0.2568946488100654,0.0733989453224139,0.0216205409437905,0.0145873827566387,0.0477709191594228,0.5264725782757874,0.0228652213669857,0.0131619580746411,0.0058852333047215,0.2082929195358094,ARPFN,,
174.0,0.0,1.0,0.007101154993956,0.0011006790240631,0.0093345827743132,0.0003639341934402,0.2840461997582438,3.5505774969780487e-05,0.0069546936722057,2.2191109356112804e-06,4.8820440583448167e-05,0.9586559241840732,0.0073940776374567,0.0073909980549338,0.0002192812175209,0.591769900511542,0.0114062004511935,0.3662339009333656,0.6480742183960851,0.0033966172848022,0.0037736438058888,0.0037992127753822,0.0832932973574272,0.2974923856192666,0.0080274576102759,0.0025838578122877,ARPFN,,
902.0,0.0,1.0,0.0004991565298578,0.0003081776369339,0.0010456104545922,0.0003783395695897,0.1590756643530596,4.876726260823623e-06,0.0001549540440939,3.020424006703663e-05,0.0001508638865848,0.9871752461909804,0.0133386328921043,0.0006472337157222,0.0016648941601607,0.706180601870827,0.1705877671131166,0.165167697148413,0.3109828053750347,0.0075331202921615,0.0323844090687826,0.5368397358729722,0.0146655207022057,0.2399624578157397,0.0024275086730283,0.0333578553185465,ARPFN,,
