user_id,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
346,0.0248783503295937,0.015476380496350002,0.008528827881319312,0.001771071430990419,0.9141714888287183,0.3715037315929622,0.1490142193512607,0.013453030036308,0.02366279954354081,0.03375956412871387,0.035429935356055105
1217,0.789239763794099,0.04906125742169321,0.567747446352515,0.005156104444622699,0.002920201556032201,0.014904078269109918,0.03197684289002815,0.22088723721159206,0.0401528360994723,0.005124948558495935,0.02543571305605513
590,0.12010855532410514,0.12300043793406025,0.17101979737697218,0.08936730540066706,0.01588073184747289,0.001940293081015882,0.3624449226467325,0.15221955817462823,0.8822189656031203,0.0031936909855856395,0.009846810654806658
1243,0.017334178701252374,0.056410074128665916,0.01152340154080976,0.1532577936116039,0.020062944100452014,0.02949856379359643,0.027868281946825998,0.11865013960528902,0.9779396495813799,0.01804996490503063,0.00881739669481572
543,0.0036616500858261997,0.01785737484010882,0.004055454904543676,0.007896691616406102,0.5041278290502894,0.6075581172582405,0.6031317842300371,0.005569871053092958,0.016051322675496988,0.004154253795959052,0.1106494137529673
871,0.553880572774567,0.03309651929007698,0.012384340542784138,0.0023885010603511897,0.7950871129174452,0.18802947589056365,0.1381093731349266,0.014950791616278585,0.011070459815416062,0.029875153673507276,0.06426856735224216
477,0.749690235381903,0.21415712444105625,0.49119163092808754,0.012530444784083522,0.0036629867858244836,0.007168941882232422,0.022387181532028764,0.36979535502126193,0.11279939089749698,0.013610123340972828,0.02124869284278759
908,0.04901614723269178,0.024267048104119348,0.01965623058135791,0.0055928430745628074,0.18857993357957176,0.030518360169305116,0.0114815623519095,0.10266077929681097,0.9740639456880337,0.02465685739491696,0.0041864006436034395
176,0.43085082999022944,0.5156131963301774,0.07277688253156588,0.04580883226335218,0.2713169911768988,0.1888365721433211,0.0679718151754611,0.1930094229626816,0.6128193225264296,0.11304067261956152,0.040558462788531445
917,0.4956728539770898,0.27266989414643605,0.5668659403541237,0.04040813813376942,0.2622115777235842,0.012960104506803518,0.18710001427140172,0.028383337108337806,0.4817454193321112,0.13477584768302653,0.04485148339065654
1255,0.4197180972108813,0.7244821697210894,0.04555145335351399,0.023519080714774317,0.383495704955744,0.09379190257528168,0.13652319934394244,0.3288153998868423,0.07932770446229809,0.05712955825546025,0.06444783609903922
1265,0.4450840610299753,0.6773104329054698,0.05692405414797138,0.04796636586762438,0.4471536459886584,0.02424006972777213,0.3320521443304748,0.007406630020609501,0.15921176154000724,0.016574726712863096,0.0337502666199525
1305,0.19858359978422208,0.24292377067955417,0.008384835645531703,0.05759391840244299,0.8029588562103508,0.31857367153530886,0.14561836152428523,0.045365613891227514,0.328590713888398,0.13157668903123418,0.05819014676765491
617,0.32420142581006317,0.09934206594652058,0.031853186415212995,0.7664993658116523,0.1513822145825692,0.07787567362554146,0.10616249272319629,0.21017790699243064,0.4512603850087025,0.08382287957242467,0.037417282908298495
948,0.9578722813720234,0.21254693367610153,0.17310281648531353,0.026758882753441647,0.010480520691856343,0.008792598253572285,0.014527994342424078,0.008623830910750781,0.07659319727182201,0.014173166949299959,0.0091591471096934
1092,0.7679603643701447,0.17294327034989523,0.11318132049864107,0.007094379217796709,0.0038489541105327413,0.009772145421594684,0.008784951099871513,0.05118925377135657,0.6036790905874173,0.012866770963677821,0.008083311325891752
542,0.761567071655243,0.016127725797779328,0.5445796965441984,0.2257698842687694,0.0999898172766911,0.02172564977175897,0.0010313394517009506,0.04426778459860431,0.17034173974039396,0.17535363307510146,0.0045312844050095094
854,0.02273353737344138,0.01671821356879746,0.004305432412939299,0.005791512440401476,0.7484460764418349,0.5567106382809588,0.1180041813408961,0.007397270507998555,0.3379456801041789,0.01366333099043323,0.02607046974731433
561,0.015933108237591833,0.06396634795124274,0.005861725187196651,0.09171004385936635,0.3062956599504267,0.8033450124070076,0.2794606103355851,0.02219994480748352,0.39277670636946704,0.014318414023308582,0.12230896057095664
1145,0.9100052081300086,0.17967498632017856,0.0631096649161427,0.014778686206343013,0.07930870711336067,0.0343062780683817,0.009546952395575981,0.3486626073709199,0.05408760819124267,0.05586142436420605,0.015383861212750068
366,0.8464363072494074,0.049343646163045755,0.523446091165633,0.047290135777453314,0.006288456711512323,0.0042729577480298915,0.010869736928760124,0.023696793591134527,0.06400148827091902,0.004890257701973139,0.004584525109344463
184,0.007138337722357265,0.02528949627499873,0.007056509807633778,0.0018739083717970247,0.8813264000093655,0.31134724112136775,0.3508491704747078,0.005670343711896208,0.029394052779914415,0.033827386220514545,0.021148430773236908
1370,0.0154927945091421,0.0511449116754296,0.00890284711663654,0.008649180657843097,0.5725855697534111,0.6055415019002516,0.24717056691175257,0.011381116713372457,0.48249289947102436,0.012381236107392595,0.09099365411445523
529,0.5477525785195143,0.6709989379338841,0.03918438334836489,0.049696178985264315,0.04970356724496912,0.0409127799745596,0.3095303602059943,0.18286379640400413,0.004560228462607662,0.04523176661416748,0.33205901799434195
833,0.018220905723841947,0.07846980148843907,0.008738373392433826,0.008153383840999121,0.09804354261655815,0.04584504125690308,0.878806658851157,0.018131819734014395,0.4433627574013249,0.00364942215139101,0.11153290319078929
135,0.19865730390498976,0.9180164507906293,0.03177317397916917,0.19564493354701942,0.11245848714227896,0.008650657431831642,0.19301257103196315,0.12011320531925847,0.041082958979304134,0.10558585011455847,0.03543495364708453
2,0.008238834211102539,0.10512364405995168,0.005255061553951244,0.0907084325752336,0.27233319793324984,0.19879765077250133,0.9178469429760509,0.00875562533921708,0.04683780705407574,0.008217673329091261,0.1488578079203429
356,0.7114913160832675,0.06688875107124044,0.31225803574234673,0.003609797023237022,0.003786812530090715,0.008031072122281383,0.008426138060085802,0.08502610642021481,0.6199259764035617,0.008459851773316311,0.0053692310357600515
30,0.029029072041072215,0.01847994845882078,0.011167844792359058,0.0021368295906046084,0.8601277590918353,0.40722799446151636,0.29679454353262597,0.008288039785518345,0.041837104381979504,0.04151442318516347,0.03745174148427684
1210,0.6876645087092843,0.0732127013997119,0.7133476196270875,0.0244843977307251,0.030747971248253167,0.0027633265684183094,0.06009411560460495,0.02591923263915446,0.08168320142723944,0.017946212927749266,0.007919383886817953
929,0.9666111433576183,0.12148860257886236,0.07741987636837723,0.003693805592613552,0.008254219364134391,0.055116698200005414,0.04071937791687387,0.09544236728222051,0.17314348474829036,0.005143803970104128,0.03189850663345017
896,0.44007365037771495,0.42920149684743014,0.04750968483176582,0.33632223788770255,0.010191059081890221,0.006992798792123101,0.0030824211951328774,0.286554696385846,0.6351318967971411,0.14501204476113416,0.007387000761208657
883,0.008241882535726136,0.021563357635713445,0.005824860431835038,0.015104196829710209,0.4778741575460315,0.67889794097337,0.5262679749361214,0.0076498542854718425,0.1366856396004351,0.007624042746180633,0.11908530848043158
605,0.2959520484689672,0.5984111042234969,0.1689580901678464,0.07128863159454311,0.032003524704154455,0.006609401097802071,0.008108130316599209,0.3151160548274057,0.25266794872123116,0.5956790675485584,0.039764390239932335
1298,0.2853435015426416,0.5409007693753844,0.12946097060513206,0.04807810637188473,0.29110263696544647,0.019737223360207203,0.01145902143465381,0.1155546264560545,0.02745825022484036,0.7104470093704339,0.0532015400484202
783,0.33871070968865796,0.26624155107811504,0.026635235845542296,0.006581388850495989,0.31777886481805506,0.058292059354782225,0.838490315260931,0.037399859413201786,0.0494228784016397,0.00873398115961239,0.047672931923687
505,0.01714914602795591,0.24474523032048076,0.010041494799029948,0.006584334228620304,0.15730226574355133,0.08023673667430278,0.9484899710788467,0.02682058957209143,0.06001034741303078,0.004998253585779247,0.06708773086765508
1169,0.6152492387627082,0.029374903294157862,0.5006683309213001,0.010093273271909736,0.024039335650116258,0.007715435984356737,0.16860086737587882,0.019337313150522506,0.5834110752576989,0.0018764014126726957,0.005023158288514086
989,0.7859846605377278,0.10295357609651282,0.5775495366013681,0.002160334434953254,0.010549252523562718,0.008266774903729643,0.0041806615147136,0.11549354131226863,0.14341395096873566,0.062407736072898075,0.007898805551145256
